time(s),F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,Temp,Humid
2.7,1981.125,769.375,1436.25,1724,1819,2474.75,242.5,1333.875,1948.875,1560.875,36.99,43.73
2.8,1981.25,769.5,1436.125,1724.25,1819,2474.75,242.5,1334.125,1948.875,1560.875,36.99,43.68
2.9,1981.25,769.5,1436.125,1724.375,1818.875,2474.625,242.5,1334.25,1948.875,1560.875,37,43.7
3.0,1981.375,769.625,1436.125,1724.625,1818.75,2474.625,242.5,1334.5,1948.875,1560.875,36.97,43.68
3.1,1981.375,769.625,1436.125,1724.75,1818.75,2474.5,242.5,1334.625,1948.875,1560.875,37.02,43.7
3.2,1981.5,769.625,1436.25,1724.875,1818.625,2474.375,242.5,1334.75,1949,1560.875,36.99,43.74
3.3,1981.625,769.75,1436.125,1725,1818.625,2474.25,242.5,1334.875,1949,1560.875,37,43.69
3.4,1981.75,769.625,1436.125,1725.25,1818.5,2474.25,242.5,1335,1949,1560.75,36.99,43.68
3.5,1981.75,769.75,1436.125,1725.375,1818.5,2474.125,242.5,1335.125,1949,1560.75,36.99,43.7
3.6,1981.875,769.625,1436.125,1725.5,1818.375,2474,242.375,1335.25,1949,1560.75,37,43.73
3.7,1981.875,769.625,1436.125,1725.625,1818.25,2473.875,242.625,1335.375,1949,1560.75,36.97,43.65
3.8,1982,769.75,1436.125,1725.75,1818.25,2473.875,242.625,1335.5,1949,1560.625,36.97,43.67
3.9,1982,769.75,1436.125,1725.875,1818.125,2473.875,242.625,1335.5,1949,1560.625,36.99,43.64
4.0,1982.125,769.875,1436.25,1726,1818,2473.75,242.625,1335.625,1949,1560.625,36.99,43.62
4.1,1982.25,769.875,1436.125,1726.125,1818,2473.625,242.75,1335.75,1949,1560.5,37,43.64
4.2,1982.25,769.875,1436.125,1726.125,1817.875,2473.5,242.625,1335.875,1949,1560.5,36.99,43.6
4.3,1982.375,769.875,1436.125,1726.25,1817.875,2473.375,242.625,1335.875,1949,1560.375,37.02,43.63
4.4,1982.5,769.875,1436.125,1726.375,1817.75,2473.375,242.625,1336,1949,1560.25,36.99,43.62
4.5,1982.5,770,1436.125,1726.375,1817.625,2473.25,242.5,1336.125,1949,1560.25,37,43.63
4.6,1982.625,770,1436.125,1726.5,1817.625,2473.125,242.5,1336.125,1949,1560.125,37,43.69
4.7,1982.625,770,1436.125,1726.5,1817.5,2473,242.625,1336.25,1949,1560.125,37,43.65
4.8,1982.625,770,1436.125,1726.5,1817.375,2473,242.5,1336.25,1948.875,1560,36.97,43.61
4.9,1982.75,770,1436.125,1726.625,1817.25,2472.875,242.5,1336.25,1949,1560,36.99,43.6
5.0,1982.75,770,1436.125,1726.625,1817.25,2472.75,242.625,1336.25,1948.875,1559.875,37.02,43.63
5.1,1982.875,770,1436.125,1726.625,1817.125,2472.625,242.625,1336.375,1949,1559.875,36.97,43.6
5.2,1982.875,770.125,1436.125,1726.625,1817,2472.5,242.5,1336.375,1949,1559.75,36.99,43.58
5.3,1983,770,1436.125,1726.625,1816.875,2472.5,242.5,1336.375,1948.875,1559.625,36.99,43.61
5.4,1983,770.125,1436.125,1726.75,1816.75,2472.375,242.5,1336.375,1948.875,1559.5,36.97,43.55
5.5,1983,770,1436.125,1726.75,1816.75,2472.375,242.5,1336.375,1948.875,1559.375,36.99,43.6
5.6,1983.125,770,1436.125,1726.625,1816.625,2472.25,242.375,1336.5,1948.875,1559.375,36.99,43.61
5.7,1983.125,770.125,1436.125,1726.625,1816.5,2472.125,242.5,1336.5,1948.875,1559.25,36.97,43.53
5.8,1983.125,770.125,1436.125,1726.625,1816.375,2472.125,242.375,1336.5,1948.875,1559.125,36.97,43.53
5.9,1983.125,770.25,1436.125,1726.625,1816.25,2472,242.375,1336.5,1948.75,1559,36.99,43.54
6.0,1983.25,770.25,1436.125,1726.625,1816.125,2471.875,242.5,1336.5,1948.875,1558.875,36.96,43.52
6.1,1983.375,770.25,1436.125,1726.625,1816,2471.875,242.5,1336.5,1948.875,1558.875,36.97,43.5
6.2,1983.375,770.375,1436.125,1726.625,1816,2471.75,242.5,1336.5,1948.75,1558.75,37,43.49
6.3,1983.375,770.25,1436.125,1726.5,1815.875,2471.625,242.5,1336.5,1948.75,1558.625,37,43.49
6.4,1983.375,770.25,1436.125,1726.5,1815.75,2471.625,242.5,1336.5,1948.75,1558.5,36.99,43.48
6.5,1983.5,770.25,1436.125,1726.5,1815.625,2471.5,242.375,1336.5,1948.75,1558.5,37,43.46
6.6,1983.5,770.375,1436.125,1726.375,1815.5,2471.5,242.5,1336.375,1948.75,1558.375,36.97,43.46
6.7,1983.5,770.375,1436.25,1726.375,1815.375,2471.5,242.5,1336.5,1948.75,1558.25,36.99,43.48
6.8,1983.625,770.375,1436.125,1726.375,1815.375,2471.375,242.5,1336.375,1948.75,1558.125,36.97,43.48
6.9,1983.625,770.375,1436.25,1726.25,1815.125,2471.25,242.5,1336.375,1948.625,1558,36.97,43.44
7.0,1983.625,770.375,1436.25,1726.125,1815.125,2471.125,242.5,1336.375,1948.625,1557.875,37,43.45
7.1,1983.625,770.5,1436.25,1726.125,1815,2471,242.5,1336.375,1948.625,1557.75,36.99,43.46
7.2,1983.75,770.375,1436.25,1726,1814.875,2470.875,242.5,1336.375,1948.5,1557.625,37,43.4
7.3,1983.75,770.5,1436.25,1726,1814.75,2470.75,242.5,1336.375,1948.5,1557.5,36.97,43.43
7.4,1983.75,770.5,1436.25,1725.875,1814.625,2470.625,242.5,1336.25,1948.5,1557.5,36.99,43.42
7.5,1983.75,770.5,1436.25,1725.875,1814.5,2470.5,242.625,1336.25,1948.375,1557.25,37,43.42
7.6,1983.75,770.375,1436.25,1725.75,1814.375,2470.375,242.5,1336.125,1948.375,1557.125,36.99,43.42
7.7,1983.75,770.5,1436.25,1725.625,1814.25,2470.375,242.5,1336.125,1948.375,1557,37,43.4
7.8,1983.875,770.5,1436.25,1725.625,1814.125,2470.125,242.5,1336.125,1948.375,1556.875,37.02,43.43
7.9,1983.875,770.5,1436.125,1725.5,1814,2470.125,242.625,1336,1948.375,1556.75,37,43.39
8.0,1983.875,770.5,1436.25,1725.375,1814,2470,242.5,1336,1948.25,1556.625,36.97,43.34
8.1,1983.875,770.5,1436.25,1725.375,1813.875,2469.875,242.5,1336,1948.25,1556.625,36.99,43.36
8.2,1983.875,770.625,1436.25,1725.125,1813.75,2469.75,242.625,1336,1948.25,1556.375,37,43.38
8.3,1983.875,770.625,1436.25,1725.125,1813.625,2469.625,242.375,1335.875,1948.125,1556.375,37,43.35
8.4,1984,770.625,1436.25,1725,1813.5,2469.625,242.5,1335.875,1948.125,1556.125,37,43.32
8.5,1984,770.625,1436.25,1724.875,1813.375,2469.5,242.5,1335.75,1948,1556,37,43.32
8.6,1984,770.625,1436.25,1724.75,1813.375,2469.25,242.375,1335.75,1948,1555.875,37,43.36
8.7,1984,770.625,1436.25,1724.625,1813.125,2469.25,242.5,1335.625,1947.875,1555.75,36.97,43.31
8.8,1984,770.75,1436.25,1724.5,1813,2469.125,242.375,1335.625,1947.875,1555.625,36.99,43.3
8.9,1984.125,770.75,1436.25,1724.5,1813,2469,242.5,1335.5,1947.75,1555.5,36.99,43.27
9.0,1984,770.75,1436.25,1724.25,1812.875,2468.875,242.375,1335.5,1947.75,1555.25,36.99,43.33
9.1,1984.125,770.75,1436.25,1724.25,1812.75,2468.75,242.375,1335.5,1947.625,1555.125,37,43.29
9.2,1984.125,770.75,1436.25,1724.125,1812.625,2468.75,242.25,1335.375,1947.625,1555,36.97,43.28
9.3,1984.125,770.75,1436.25,1724,1812.5,2468.625,242.5,1335.25,1947.5,1554.875,36.97,43.27
9.4,1984.125,770.875,1436.25,1723.875,1812.5,2468.5,242.25,1335.25,1947.5,1554.75,36.99,43.21
9.5,1984.125,770.875,1436.25,1723.75,1812.5,2468.5,242.25,1335.125,1947.5,1554.625,36.99,43.21
9.6,1984.125,770.875,1436.25,1723.625,1812.25,2468.375,242.25,1335,1947.5,1554.5,36.99,43.27
9.7,1984.25,770.875,1436.25,1723.5,1812.125,2468.25,242.25,1335,1947.5,1554.5,37,43.24
9.8,1984.25,770.875,1436.25,1723.375,1812.125,2468.125,242.375,1334.875,1947.375,1554.375,36.99,43.24
9.9,1984.25,771,1436.25,1723.25,1812,2468.125,242.25,1334.875,1947.375,1554.25,37,43.18
10.0,1984.25,770.875,1436.125,1723,1811.875,2468,242.25,1334.75,1947.375,1554,36.99,43.22
10.1,1984.25,771,1436.125,1722.875,1811.75,2467.875,242.25,1334.625,1947.5,1554,36.99,43.22
10.2,1984.25,771,1436,1722.625,1811.625,2467.75,242.375,1334.625,1947.625,1554.125,36.99,43.22
10.3,1984.25,771,1436,1722.375,1811.625,2467.75,242.375,1334.5,1947.75,1554.125,37,43.18
10.4,1984.375,771.125,1435.875,1722.125,1811.5,2467.625,242.5,1334.375,1947.875,1554.25,37,43.16
10.5,1984.375,771.125,1435.75,1721.875,1811.5,2467.5,242.25,1334.25,1948,1554.375,37,43.21
10.6,1984.375,771.25,1435.75,1721.625,1811.375,2467.5,242.25,1334.125,1948.125,1554.75,37,43.18
10.7,1984.5,771.125,1435.625,1721.5,1811.375,2467.5,242.25,1334,1948.375,1556.125,37,43.18
10.8,1984.625,771.25,1435.625,1721.375,1811.5,2467.5,242.25,1334,1948.5,1559.875,37,43.18
10.9,1984.875,771.25,1435.5,1721.5,1812.125,2467.875,242.375,1333.875,1948.625,1567,36.99,43.21
11.0,1985.375,771.25,1435.5,1722.25,1813.375,2468.625,242.375,1334,1949,1578.625,37,43.12
11.1,1986.375,771.25,1435.5,1724.5,1816.25,2470.25,242.625,1334.625,1949.875,1596.25,37,43.08
11.2,1987.875,771.375,1435.5,1729,1821.125,2473.375,243,1336.25,1951.875,1621.75,37,43.14
11.3,1990,771.5,1435.5,1736.875,1828.375,2478.25,243,1339.875,1956.125,1658.25,36.99,43.09
11.4,1993,771.625,1435.5,1749.5,1838.125,2485,243.125,1346.875,1964,1707.5,37.02,43.11
11.5,1996.875,771.875,1435.5,1768,1850.125,2493.5,243.375,1358.75,1976.625,1771.875,37,43.12
11.6,2001.875,772,1435.375,1793.5,1864.75,2504,243.75,1377.875,1994.75,1856.375,37,43.14
11.7,2008.125,772.375,1435.375,1826.25,1882,2516.5,244,1405.75,2018.75,1959.125,37,43.12
11.8,2015.5,772.75,1435.375,1866.375,1901.5,2531,244.375,1443.375,2048.625,2074.125,37,43.12
11.9,2024,773.25,1435.375,1914.75,1923.5,2547.75,244.875,1493.25,2085.5,2198.625,37,43.08
12.0,2034,773.75,1435.375,1971,1947.5,2566.625,245.125,1556.375,2129.875,2327.125,36.99,43.12
12.1,2044.875,774.5,1435.375,2034.25,1973.125,2586.875,245.5,1632.75,2181,2455.5,37.02,43.11
12.2,2057.375,775.25,1435.375,2104.875,2000.75,2608.875,245.875,1723.875,2239.375,2585,36.99,43.11
12.3,2070.875,776,1435.375,2181.375,2030.375,2632.125,246.375,1829,2303.625,2709.625,37.02,43.17
12.4,2085.375,776.875,1435.375,2261.375,2061.5,2656.25,246.75,1945.5,2371.25,2824.125,37,43.17
12.5,2101.25,777.75,1435.375,2344.875,2094.5,2681.5,247.25,2073.875,2442.5,2928.75,36.99,43.14
12.6,2118.125,778.75,1435.5,2429.625,2129,2707.625,247.625,2210.5,2514.75,3022.75,36.99,43.18
12.7,2135.875,779.75,1435.375,2513,2164.625,2733.625,248.125,2351,2586.375,3106.125,37,43.24
12.8,2154.75,780.875,1435.375,2595,2201.875,2760,248.5,2494.875,2657.75,3182,37,43.21
12.9,2174.625,782,1435.375,2673.625,2240,2786.25,248.875,2637.125,2727.5,3250.25,37.02,43.23
13.0,2195.125,783.25,1435.5,2747.25,2278.125,2812.125,249.375,2772.5,2794.875,3311.375,37.02,43.24
13.1,2216.625,784.375,1435.5,2816.75,2316.75,2837.75,249.875,2901.375,2860.625,3367.5,36.99,43.31
13.2,2238.75,785.75,1435.5,2880.25,2355.125,2862.625,250.25,3019.125,2923.125,3417.375,36.99,43.27
13.3,2261.625,787,1435.5,2939,2393.5,2887.25,250.5,3126.625,2983.25,3462,36.97,43.33
13.4,2285,788.375,1435.5,2992.5,2431.375,2911,251,3222.375,3040.125,3501.375,37,43.39
13.5,2308.875,789.75,1435.5,3040.5,2468.25,2933.75,251.5,3306,3093.375,3536.125,36.99,43.36
13.6,2333.25,791.125,1435.625,3084.25,2504.625,2955.875,251.875,3379.625,3143.625,3567.75,37,43.42
13.7,2358.25,792.625,1435.5,3124,2540,2977,252.25,3443.75,3190.75,3596.75,36.97,43.46
13.8,2383.25,794.125,1435.625,3159.375,2573.875,2997.25,252.75,3498.75,3234.25,3623.375,36.99,43.46
13.9,2408.875,795.625,1435.625,3191.5,2606.875,3016.5,253.125,3547,3275.25,3648,37.02,43.51
14.0,2434.75,797.25,1435.75,3220.625,2638.375,3034.875,253.5,3588.75,3313.375,3670,37.02,43.57
14.1,2460.5,798.75,1435.625,3246.5,2668.25,3052.25,253.75,3624.625,3348.5,3689.5,36.99,43.6
14.2,2486.625,800.375,1435.75,3270.25,2696.875,3068.75,254.25,3656.125,3381.5,3707.125,37.02,43.63
14.3,2512.875,802,1435.75,3291.75,2723.875,3084.375,254.5,3683.75,3412.25,3723.125,36.99,43.64
14.4,2539,803.75,1435.75,3311,2749.375,3098.875,254.75,3707.75,3440.5,3737.625,37.02,43.64
14.5,2565.375,805.375,1435.875,3328.75,2773.875,3112.75,255.25,3729.125,3467,3751.25,36.99,43.7
14.6,2591.5,807.125,1435.875,3344.875,2796.875,3125.75,255.625,3748,3491.375,3763.75,36.99,43.7
14.7,2617.5,808.875,1435.875,3359.375,2818.5,3137.75,255.75,3764.5,3514,3775.25,37,43.79
14.8,2643.5,810.75,1436,3372.875,2839,3149.25,256.25,3779.375,3535.125,3785.875,37,43.83
14.9,2669.375,812.5,1436,3385.125,2858.125,3160,256.625,3792.5,3554.625,3795.625,36.97,43.83
15.0,2694.625,814.375,1436,3396.375,2876,3169.875,256.875,3804.25,3572.75,3804.5,37,43.88
15.1,2720,816.25,1436,3406.75,2892.875,3179.25,257.125,3814.75,3589.75,3812.625,36.99,43.91
15.2,2745.125,818,1436.125,3416.375,2908.625,3188,257.625,3824.25,3605.5,3820.25,37,43.91
15.3,2769.625,820,1436.125,3425.125,2923.25,3196,257.875,3832.625,3620.25,3827.125,37,44
15.4,2794,821.875,1436.25,3433.25,2936.875,3203.5,258.375,3840.125,3633.875,3833.5,36.99,44.07
15.5,2818,823.75,1436.375,3440.75,2949.625,3210.625,258.5,3847,3646.75,3839.5,37,44.04
15.6,2841.375,825.75,1436.375,3447.625,2961.375,3217,258.75,3853.125,3658.5,3844.875,36.99,44.13
15.7,2864.625,827.75,1436.375,3454,2972.375,3223.125,259,3858.75,3669.625,3850,36.99,44.14
15.8,2887.375,829.625,1436.5,3460,2982.625,3228.625,259.5,3863.875,3680,3854.875,37,44.17
15.9,2909.375,831.75,1436.625,3465.375,2992,3233.75,259.625,3868.5,3689.625,3859.25,37,44.16
16.0,2931.25,833.75,1436.5,3470.375,3000.875,3238.5,260.125,3872.625,3698.625,3863.375,37,44.22
16.1,2952.625,835.75,1436.625,3475.125,3009,3242.875,260.25,3876.375,3707.125,3867.125,37,44.23
16.2,2973.25,837.625,1436.75,3479.375,3016.375,3246.875,260.5,3879.875,3714.875,3870.75,36.97,44.27
16.3,2993.625,839.75,1436.875,3483.375,3023.125,3250.5,260.625,3883,3722.375,3874,37,44.34
16.4,3013.125,841.875,1436.875,3487,3029.375,3253.75,260.75,3885.875,3729.25,3877.125,37,44.37
16.5,3032.5,843.875,1437,3490.375,3035.125,3256.875,261.125,3888.5,3735.625,3879.875,36.99,44.42
16.6,3051.25,846,1437.125,3493.5,3040.375,3259.625,261.5,3890.875,3741.75,3882.375,37,44.41
16.7,3069.375,848,1437.125,3496.375,3045.125,3262,261.625,3893.125,3747.375,3884.75,37,44.41
16.8,3087.125,850.125,1437.25,3498.875,3049.5,3264.25,261.875,3895.125,3752.75,3886.875,37,44.43
16.9,3104.25,852.25,1437.375,3501.375,3053.375,3266.25,262.125,3896.875,3757.75,3888.875,37.03,44.46
17.0,3120.875,854.375,1437.375,3503.5,3056.875,3268,262.125,3898.5,3762.375,3890.875,36.99,44.57
17.1,3137,856.5,1437.5,3505.5,3060,3269.5,262.5,3900,3766.75,3892.625,37,44.56
17.2,3152.625,858.625,1437.625,3507.375,3062.75,3270.75,262.75,3901.375,3770.875,3894.25,37.03,44.58
17.3,3167.75,860.875,1437.625,3509,3065.125,3271.75,262.875,3902.625,3774.625,3895.75,37,44.57
17.4,3182.375,863,1437.625,3510.375,3067.25,3272.75,263.125,3903.75,3778.25,3897,36.99,44.61
17.5,3196.5,865.125,1437.75,3511.75,3069,3273.375,263.25,3904.75,3781.5,3898.375,36.99,44.66
17.6,3210,867.25,1437.875,3512.875,3070.5,3273.875,263.5,3905.625,3784.75,3899.375,36.99,44.72
17.7,3223.125,869.375,1437.875,3514,3071.625,3274.25,263.625,3906.375,3787.625,3900.375,36.99,44.69
17.8,3235.875,871.625,1438,3514.875,3072.5,3274.5,263.75,3907.125,3790.375,3901.25,37.02,44.74
17.9,3248,873.625,1438.125,3515.625,3073.125,3274.5,264,3907.75,3792.875,3902.125,37,44.7
18.0,3259.75,875.875,1438.125,3516.25,3073.5,3274.375,264.125,3908.25,3795.375,3902.875,37,44.74
18.1,3271.125,878,1438.25,3516.875,3073.625,3274.125,264.25,3908.75,3797.625,3903.625,36.99,44.76
18.2,3281.875,880.25,1438.25,3517.375,3073.375,3273.75,264.625,3909.125,3799.625,3904.125,36.99,44.76
18.3,3292.375,882.375,1438.375,3517.625,3073,3273.25,264.75,3909.5,3801.625,3904.625,37,44.79
18.4,3302.375,884.375,1438.375,3517.875,3072.625,3272.625,264.875,3909.75,3803.5,3905,37.03,44.87
18.5,3312,886.5,1438.5,3518.125,3071.875,3272,265,3910,3805.125,3905.375,37.02,44.81
18.6,3321.25,888.75,1438.625,3518.25,3071,3271.125,265.125,3910.25,3806.75,3905.625,37,44.85
18.7,3330.25,891,1438.625,3518.125,3070,3270.125,265.375,3910.25,3808.25,3905.875,37,44.87
18.8,3338.625,893,1438.75,3518.125,3068.875,3269.125,265.625,3910.375,3809.5,3906.125,37.02,44.9
18.9,3346.75,895.25,1438.75,3517.875,3067.625,3268,265.625,3910.375,3810.75,3906.25,37.02,44.9
19.0,3354.625,897.25,1438.875,3517.625,3066.25,3266.75,265.75,3910.375,3811.875,3906.25,37,44.9
19.1,3362,899.5,1438.875,3517.375,3064.625,3265.375,265.875,3910.25,3812.875,3906.375,37,44.91
19.2,3369.25,901.625,1439,3517,3062.875,3264,266,3910.125,3813.875,3906.375,37.02,44.97
19.3,3376,903.75,1439.125,3516.5,3061.125,3262.375,266.25,3910,3814.75,3906.25,37,44.99
19.4,3382.5,905.75,1439.125,3516,3059.125,3260.75,266.25,3909.875,3815.5,3906.25,36.99,44.97
19.5,3388.75,907.75,1439.25,3515.375,3057,3259,266.5,3909.625,3816.25,3906.125,37.05,45.02
19.6,3394.625,910,1439.25,3514.75,3054.75,3257.25,266.625,3909.375,3816.875,3905.875,37,44.96
19.7,3400.25,912,1439.375,3514,3052.375,3255.375,266.875,3909.125,3817.5,3905.75,37,44.96
19.8,3405.75,914.125,1439.375,3513.25,3049.75,3253.375,267,3908.75,3818,3905.5,37.02,45.04
19.9,3410.75,916.25,1439.5,3512.375,3047.125,3251.375,267,3908.5,3818.375,3905.125,36.99,45.04
20.0,3415.75,918.25,1439.5,3511.5,3044.375,3249.25,267,3908.125,3818.75,3904.75,37,45.04
20.1,3420.375,920.375,1439.5,3510.5,3041.5,3247.125,267.25,3907.625,3819.125,3904.375,37.02,45.04
20.2,3424.75,922.375,1439.625,3509.625,3038.5,3244.875,267.5,3907.25,3819.25,3903.875,37.02,45.1
20.3,3429,924.375,1439.75,3508.5,3035.625,3242.75,267.5,3906.75,3819.5,3903.375,37,45.02
20.4,3433,926.5,1439.75,3507.375,3032.5,3240.375,267.625,3906.25,3819.625,3902.875,37.03,45.04
20.5,3436.75,928.5,1439.875,3506.25,3029.375,3237.875,267.625,3905.75,3819.75,3902.25,37.02,45.07
20.6,3440.25,930.375,1439.875,3505.125,3026,3235.5,267.625,3905.25,3819.75,3901.5,37,45.07
20.7,3443.625,932.375,1440,3503.75,3022.625,3233,268.125,3904.625,3819.75,3900.75,36.99,45.05
20.8,3446.875,934.25,1440,3502.5,3019.125,3230.625,268.25,3904,3819.625,3900.125,37.02,45.07
20.9,3450,936.25,1440,3501.25,3015.5,3228,268.25,3903.5,3819.5,3899.25,37.02,45.08
21.0,3452.75,938.25,1440.125,3499.75,3011.75,3225.5,268.25,3902.75,3819.375,3898.5,37.02,45.08
21.1,3455.5,940.125,1440.25,3498.375,3008.125,3223,268.5,3902.125,3819.25,3897.75,37.03,45.06
21.2,3458,942,1440.25,3497,3004.25,3220.375,268.375,3901.5,3819,3897,37,45.06
21.3,3460.375,944,1440.25,3495.5,3000.5,3217.75,268.375,3900.75,3818.75,3896.125,37,45.02
21.4,3462.625,945.875,1440.375,3494,2996.75,3215.125,268.5,3900.125,3818.375,3895.25,37.02,45.03
21.5,3464.75,947.75,1440.375,3492.375,2992.75,3212.375,268.625,3899.375,3818,3894.375,37,45.08
21.6,3466.75,949.625,1440.5,3490.75,2988.875,3209.75,268.625,3898.625,3817.625,3893.375,36.99,45.07
21.7,3468.5,951.5,1440.5,3489.125,2984.875,3207,268.75,3897.75,3817.25,3892.5,37,45.08
21.8,3470.25,953.375,1440.625,3487.5,2980.75,3204.375,269,3897,3816.75,3891.5,37.02,45.07
21.9,3471.875,955.125,1440.75,3485.75,2976.625,3201.5,269,3896.125,3816.375,3890.5,37.02,45.1
22.0,3473.25,956.875,1440.75,3484.125,2972.375,3198.75,269,3895.375,3815.875,3889.5,37.02,45.06
22.1,3474.625,958.75,1440.75,3482.25,2968.125,3195.875,269,3894.5,3815.25,3888.5,37.03,45.06
22.2,3475.875,960.5,1440.875,3480.5,2963.75,3193,269.125,3893.625,3814.625,3887.375,37.03,45.06
22.3,3477,962.25,1440.875,3478.625,2959.375,3190.125,269.25,3892.875,3814,3886.375,37.02,45.06
22.4,3478,964,1440.875,3476.75,2955,3187.25,269.125,3891.875,3813.375,3885.25,37.02,45.08
22.5,3479,965.625,1441,3474.75,2950.375,3184.25,269.25,3890.875,3812.75,3884.125,37,45.04
22.6,3479.75,967.375,1441,3472.875,2945.875,3181.375,269.375,3890,3812,3882.875,37,45.09
22.7,3480.5,969,1441.125,3471,2941.25,3178.25,269.375,3889,3811.375,3881.625,37,45.04
22.8,3481.25,970.75,1441.125,3469,2936.625,3175.375,269.5,3888.125,3810.625,3880.375,37,45.01
22.9,3481.875,972.375,1441.125,3467,2931.875,3172.25,269.625,3887.125,3809.875,3879.125,37,45.01
23.0,3482.25,974,1441.25,3464.875,2927,3169.25,269.625,3886.125,3809.125,3877.75,37.02,45.06
23.1,3482.625,975.625,1441.25,3462.875,2922.125,3166.125,269.625,3885,3808.25,3876.5,37.02,45.04
23.2,3483,977.25,1441.25,3460.75,2917.25,3163.125,269.625,3884.125,3807.5,3875.25,37.02,45
23.3,3483.375,978.75,1441.375,3458.625,2912.125,3160,269.625,3883,3806.625,3873.875,37,45.07
23.4,3483.5,980.375,1441.375,3456.375,2907.25,3156.875,269.75,3882,3805.75,3872.5,37.03,45.04
23.5,3483.625,982,1441.5,3454.25,2902.25,3153.625,269.875,3880.875,3805,3871.25,37.02,45.01
23.6,3483.625,983.375,1441.5,3452,2897.125,3150.625,270,3879.875,3804,3869.75,37.03,44.97
23.7,3483.625,985,1441.5,3449.75,2892.125,3147.375,269.875,3878.75,3803.125,3868.375,37.02,44.97
23.8,3483.625,986.5,1441.625,3447.5,2887,3144.25,270,3877.625,3802.125,3867,37.02,44.97
23.9,3483.5,988,1441.625,3445.125,2882,3141,269.875,3876.5,3801.125,3865.5,37.02,44.99
24.0,3483.25,989.5,1441.625,3442.875,2876.875,3137.875,270.125,3875.375,3800.125,3864,37.03,45
24.1,3483,990.875,1441.625,3440.375,2871.625,3134.625,270.125,3874.25,3799.25,3862.5,37.02,44.96
24.2,3482.75,992.375,1441.75,3438,2866.5,3131.5,270,3873.125,3798.25,3860.875,37.02,44.99
24.3,3482.375,993.625,1441.75,3435.625,2861.375,3128.375,270.125,3871.875,3797.125,3859.375,37.05,44.98
